episode,reward,avg_100
1,-4.777683007967028,-4.777683007967028
2,-1.8356430197570575,-3.3066630138620425
3,-1.5890085754979566,-2.734111534407347
4,-12.117935498938863,-5.080067525540226
5,-2.4244054081241018,-4.548935102057001
6,-2.4203830743113883,-4.194176430766066
7,12.74926591062173,-1.7736846677106664
8,-2.1538544238918007,-1.8212058872333081
9,-1.7120056789082128,-1.809072530752742
10,-3.300508597000558,-1.9582161373775235
11,1.3373735554011574,-1.6586170743976434
12,-1.4166891176638927,-1.6384564113364977
13,-4.972706898247537,-1.8949372180219621
14,20.907843983587867,-0.26616713219268867
15,-2.912827995358512,-0.4426111897370769
16,-2.429200173962144,-0.5667730012511436
17,-3.519547365878722,-0.7404656109351189
18,-10.787210442594983,-1.298618101582889
19,-4.744481244739262,-1.4799793196437507
20,-6.997761600674394,-1.755868433695283
21,-9.826634933008307,-2.140190647948284
22,-24.021665021714682,-3.1348031194831205
23,-1.5330907445303694,-3.0651634510069137
24,-3.227605101919224,-3.0719318531282602
25,-8.167938656335878,-3.2757721252565646
26,-3.0932317435354406,-3.2687513413442137
27,-1.5294973877498563,-3.2043345282481264
28,-7.711871577196661,-3.3653179942820026
29,-1.4427522912632469,-3.2990226252123906
30,0.4298730653531351,-3.1747261021935396
31,-25.32827004098388,-3.8893565518319377
32,-14.012918870339774,-4.205717874285307
33,-9.445958994176763,-4.364513059736563
34,-5.827540682634094,-4.4075432839394315
35,-10.394910728207904,-4.578610925204245
36,-3.8499186341701375,-4.558369472675519
37,-2.8225510112765875,-4.511455460205278
38,-1.897648254224336,-4.442671060047885
39,7.427438872990351,-4.138309266893058
40,-11.313288791211747,-4.317683755001026
41,-16.907947586215457,-4.624763360640403
42,6.559445572639589,-4.358472671752784
43,-8.467910246591728,-4.454040987446714
44,-3.1453705025694063,-4.424298476426774
45,-1.512095893504906,-4.359582863472955
46,-0.7548661021677958,-4.281219455618495
47,10.889306823104164,-3.9584423007520555
48,-13.930252199586405,-4.166188340311105
49,-6.265363465960888,-4.209028648997835
50,0.3855364899495157,-4.117137346218888
51,-4.196420721239221,-4.1186919221996785
52,-6.979969636883737,-4.173716493635911
53,1.1467017612336434,-4.0733312435440325
54,-9.872840110673138,-4.180729555898275
55,-3.5962431040485683,-4.1701025295010075
56,-8.161195889210177,-4.241372053781528
57,-9.352477197019851,-4.331040565066411
58,-13.78270470149991,-4.4940002915566435
59,-9.344411064602184,-4.5762106436421615
60,-2.8596320911426716,-4.547601001100503
61,-4.245342578463095,-4.542645944991693
62,-2.693319591871969,-4.512818100586537
63,-6.000235060383332,-4.536427893599184
64,-9.528445426709311,-4.6144281675540295
65,-2.1536759570377058,-4.576570441238394
66,1.3490171483944948,-4.486788811092441
67,-13.168964454640033,-4.616373522190167
68,-5.267647848919921,-4.625951085818546
69,-6.240112695326772,-4.649344732333158
70,-8.716746640438132,-4.707450473877515
71,-6.908232374483546,-4.738447402055065
72,3.5166333991356566,-4.623793502038526
73,-10.016670453254306,-4.69766852876751
74,-3.6112740743933784,-4.682987522627318
75,-5.477688218101477,-4.693583531900307
76,-8.754657016571457,-4.747018709330191
77,7.116983218361497,-4.592940762217312
78,-12.962258041091715,-4.700239701690061
79,-8.434948220813723,-4.747514493071373
80,-12.0031311591151,-4.838209701396919
81,-30.489902587309658,-5.154897267889669
82,-10.115515344570795,-5.2153926102882195
83,-3.7492098716272295,-5.197727758015195
84,-6.447128522583576,-5.212601576641009
85,-3.822955506539003,-5.196252799345691
86,-6.386199514713482,-5.210089389059271
87,-13.99420739074526,-5.311056262641868
88,-14.772565050632792,-5.418573407959946
89,-3.0203834045585864,-5.391627452865549
90,-10.224551797736254,-5.445326612253001
91,-9.180393448372484,-5.486371302759808
92,9.561054836698005,-5.3228123229830935
93,-7.032657769514898,-5.341197757892037
94,-15.522148888751886,-5.4495057486458665
95,-15.484764690004496,-5.555140053291746
96,-7.066833474265138,-5.570886859760219
97,0.5359312337705759,-5.507929972198046
98,-7.7688830843020895,-5.531000922321557
99,-16.427940088904563,-5.641071014913304
100,4.171630786848091,-5.542943996895689
101,-14.803906680871137,-5.64320623362473
102,-4.524896649955977,-5.670098769926719
103,-2.8703191814472007,-5.682911875986212
104,-1.835072292846057,-5.5800832439252845
105,-17.585558276719397,-5.731694772611238
106,-1.7868467289019634,-5.725359409157145
107,-3.2014697604025883,-5.884866765867388
108,6.481497902037248,-5.798513242608096
109,-10.857344762100539,-5.88996663344002
110,-11.281308222506738,-5.969774629695081
111,-9.100651896226708,-6.074154884211359
112,-24.17633236290662,-6.301751316663788
113,11.712551098852629,-6.1348987366927865
114,4.251193978669164,-6.301465236741974
115,-18.515047976692117,-6.457487436555309
116,-3.972196473786582,-6.4729173995535545
117,-12.890260226596624,-6.566624528160731
118,-9.16815323438118,-6.550433956078595
119,-10.61584759787415,-6.609147619609943
120,-13.546585309295978,-6.674635856696159
121,-10.001606971487988,-6.676385577080955
122,-13.35757011182747,-6.569744627982084
123,-3.847871338097349,-6.592892433917753
124,-5.14362175593412,-6.6120526004579006
125,2.562929130857114,-6.5047439225859724
126,-9.421765501321943,-6.568029260163836
127,1.5480183919102828,-6.537254102367234
128,-10.103004219860281,-6.561165428793871
129,-16.54708084684411,-6.712208714349681
130,-3.5076806013495414,-6.751584251016706
131,-8.776429622503017,-6.5860658468318976
132,-9.711226812436067,-6.543048926252862
133,-9.557641803996646,-6.544165754351059
134,-3.6561780112886453,-6.522452127637605
135,-12.73277481930711,-6.545830768548598
136,-4.3588707299888085,-6.550920289506784
137,-1.403078508756991,-6.536725564481588
138,-6.702293885991594,-6.584772020799261
